"Location Name Key","Event First CSV File Name","Event First Location Name Key","Event First Date","Event First Value","Confirmed First CSV File Name","Confirmed First Location Name Key","Confirmed First Date","Confirmed First Value","Deaths First CSV File Name","Deaths First Location Name Key","Deaths First Date","Deaths First Value","Recovered First CSV File Name","Recovered First Location Name Key","Recovered First Date","Recovered First Value","Active First CSV File Name","Active First Location Name Key","Active First Date","Active First Value"
"Union, TN, USA","03-28-2020.csv","Union, TN, USA","03-28-2020","1","03-28-2020.csv","Union, TN, USA","03-28-2020","1",,,,,,,,,"03-28-2020.csv","Union, TN, USA","03-28-2020","1"
"United Arab Emirates","01-29-2020.csv","United Arab Emirates","01-29-2020","4","01-29-2020.csv","United Arab Emirates","01-29-2020","4","03-20-2020.csv","United Arab Emirates","03-20-2020","2","02-12-2020.csv","United Arab Emirates","02-12-2020","1","01-29-2020.csv","United Arab Emirates","01-29-2020","4"
"United Kingdom","03-22-2020.csv","United Kingdom","03-22-2020","5683","03-22-2020.csv","United Kingdom","03-22-2020","5683","03-22-2020.csv","United Kingdom","03-22-2020","281","03-22-2020.csv","United Kingdom","03-22-2020","93","03-22-2020.csv","United Kingdom","03-22-2020","5309"
"United Kingdom, United Kingdom","03-13-2020.csv","United Kingdom, United Kingdom","03-13-2020","798","03-13-2020.csv","United Kingdom, United Kingdom","03-13-2020","798","03-13-2020.csv","United Kingdom, United Kingdom","03-13-2020","8","03-13-2020.csv","United Kingdom, United Kingdom","03-13-2020","18","03-13-2020.csv","United Kingdom, United Kingdom","03-13-2020","772"
"Unknown Location, MA, USA","03-08-2020.csv","Unknown Location, MA, USA","03-08-2020","1","03-08-2020.csv","Unknown Location, MA, USA","03-08-2020","1",,,,,,,,,"03-08-2020.csv","Unknown Location, MA, USA","03-08-2020","1"
"Unknown, TN, USA","03-22-2020.csv","Unknown, TN, USA","03-22-2020","30","03-22-2020.csv","Unknown, TN, USA","03-22-2020","30",,,,,,,,,"03-22-2020.csv","Unknown, TN, USA","03-22-2020","30"
"Upshur, TX, USA","03-22-2020.csv","Upshur, TX, USA","03-22-2020","1","03-22-2020.csv","Upshur, TX, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Upshur, TX, USA","03-22-2020","1"
"Upshur, WV, USA","03-27-2020.csv","Upshur, WV, USA","03-27-2020","1","03-27-2020.csv","Upshur, WV, USA","03-27-2020","1",,,,,,,,,"03-27-2020.csv","Upshur, WV, USA","03-27-2020","1"
"Upson, GA, USA","03-27-2020.csv","Upson, GA, USA","03-27-2020","2","03-27-2020.csv","Upson, GA, USA","03-27-2020","2",,,,,,,,,"03-27-2020.csv","Upson, GA, USA","03-27-2020","2"
"Upton, TX, USA",,,,,,,,,,,,,,,,,,,,
"Uruguay","03-14-2020.csv","Uruguay","03-14-2020","4","03-14-2020.csv","Uruguay","03-14-2020","4","03-29-2020.csv","Uruguay","03-29-2020","1","03-31-2020.csv","Uruguay","03-31-2020","41","03-14-2020.csv","Uruguay","03-14-2020","4"
"US, USA","03-18-2020.csv","US, USA","03-18-2020","1","03-18-2020.csv","US, USA","03-18-2020","1",,,,,"03-18-2020.csv","US, USA","03-18-2020","106",,,,
"UT, USA","03-10-2020.csv","UT, USA","03-10-2020","2","03-10-2020.csv","UT, USA","03-10-2020","2",,,,,,,,,"03-10-2020.csv","UT, USA","03-10-2020","2"
"Utah, UT, USA","03-22-2020.csv","Utah, UT, USA","03-22-2020","6","03-22-2020.csv","Utah, UT, USA","03-22-2020","6",,,,,,,,,"03-22-2020.csv","Utah, UT, USA","03-22-2020","6"
"Uvalde, TX, USA","03-27-2020.csv","Uvalde, TX, USA","03-27-2020","1","03-27-2020.csv","Uvalde, TX, USA","03-27-2020","1",,,,,,,,,"03-27-2020.csv","Uvalde, TX, USA","03-27-2020","1"
"Uzbekistan","03-15-2020.csv","Uzbekistan","03-15-2020","1","03-15-2020.csv","Uzbekistan","03-15-2020","1","03-27-2020.csv","Uzbekistan","03-27-2020","1","03-27-2020.csv","Uzbekistan","03-27-2020","5","03-15-2020.csv","Uzbekistan","03-15-2020","1"
"VA, USA","03-10-2020.csv","VA, USA","03-10-2020","7","03-10-2020.csv","VA, USA","03-10-2020","7","03-14-2020.csv","VA, USA","03-14-2020","1",,,,,"03-10-2020.csv","VA, USA","03-10-2020","7"
"Val Verde, TX, USA","03-25-2020.csv","Val Verde, TX, USA","03-25-2020","1","03-25-2020.csv","Val Verde, TX, USA","03-25-2020","1",,,,,,,,,"03-25-2020.csv","Val Verde, TX, USA","03-25-2020","1"
"Valdez-Cordova, AK, USA",,,,,,,,,,,,,,,,,,,,
"Valencia, NM, USA","03-28-2020.csv","Valencia, NM, USA","03-28-2020","1","03-28-2020.csv","Valencia, NM, USA","03-28-2020","1",,,,,,,,,"03-28-2020.csv","Valencia, NM, USA","03-28-2020","1"
"Valley, ID, USA","03-23-2020.csv","Valley, ID, USA","03-23-2020","1","03-23-2020.csv","Valley, ID, USA","03-23-2020","1",,,,,,,,,"03-23-2020.csv","Valley, ID, USA","03-23-2020","1"
"Valley, MT, USA",,,,,,,,,,,,,,,,,,,,
"Valley, NE, USA",,,,,,,,,,,,,,,,,,,,
"Van Buren, AR, USA","03-22-2020.csv","Van Buren, AR, USA","03-22-2020","1","03-22-2020.csv","Van Buren, AR, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Van Buren, AR, USA","03-22-2020","1"
"Van Buren, IA, USA","03-30-2020.csv","Van Buren, IA, USA","03-30-2020","1","03-30-2020.csv","Van Buren, IA, USA","03-30-2020","1",,,,,,,,,"03-30-2020.csv","Van Buren, IA, USA","03-30-2020","1"
"Van Buren, MI, USA","03-25-2020.csv","Van Buren, MI, USA","03-25-2020","2","03-25-2020.csv","Van Buren, MI, USA","03-25-2020","2","04-02-2020.csv","Van Buren, MI, USA","04-02-2020","1",,,,,"03-25-2020.csv","Van Buren, MI, USA","03-25-2020","2"
"Van Buren, TN, USA",,,,,,,,,,,,,,,,,,,,
"Van Wert, OH, USA","03-28-2020.csv","Van Wert, OH, USA","03-28-2020","1","03-28-2020.csv","Van Wert, OH, USA","03-28-2020","1",,,,,,,,,"03-28-2020.csv","Van Wert, OH, USA","03-28-2020","1"
"Van Zandt, TX, USA","03-22-2020.csv","Van Zandt, TX, USA","03-22-2020","1","03-22-2020.csv","Van Zandt, TX, USA","03-22-2020","1","03-29-2020.csv","Van Zandt, TX, USA","03-29-2020","1",,,,,"03-22-2020.csv","Van Zandt, TX, USA","03-22-2020","1"
"Vance, NC, USA","03-23-2020.csv","Vance, NC, USA","03-23-2020","1","03-23-2020.csv","Vance, NC, USA","03-23-2020","1",,,,,,,,,"03-23-2020.csv","Vance, NC, USA","03-23-2020","1"
"Vanderburgh, IN, USA","03-22-2020.csv","Vanderburgh, IN, USA","03-22-2020","1","03-22-2020.csv","Vanderburgh, IN, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Vanderburgh, IN, USA","03-22-2020","1"
"Vatican City","03-06-2020.csv","Vatican City","03-06-2020","1","03-06-2020.csv","Vatican City","03-06-2020","1",,,,,,,,,"03-06-2020.csv","Vatican City","03-06-2020","1"
"Venango, PA, USA","03-29-2020.csv","Venango, PA, USA","03-29-2020","1","03-29-2020.csv","Venango, PA, USA","03-29-2020","1",,,,,,,,,"03-29-2020.csv","Venango, PA, USA","03-29-2020","1"
"Venezuela","03-14-2020.csv","Venezuela","03-14-2020","2","03-14-2020.csv","Venezuela","03-14-2020","2","03-27-2020.csv","Venezuela","03-27-2020","1","03-22-2020.csv","Venezuela","03-22-2020","15","03-14-2020.csv","Venezuela","03-14-2020","2"
"Ventura, CA, USA","03-22-2020.csv","Ventura, CA, USA","03-22-2020","25","03-22-2020.csv","Ventura, CA, USA","03-22-2020","25","03-23-2020.csv","Ventura, CA, USA","03-23-2020","1",,,,,"03-22-2020.csv","Ventura, CA, USA","03-22-2020","25"
"Vermilion, IL, USA","04-02-2020.csv","Vermilion, IL, USA","04-02-2020","2","04-02-2020.csv","Vermilion, IL, USA","04-02-2020","2",,,,,,,,,"04-02-2020.csv","Vermilion, IL, USA","04-02-2020","2"
"Vermilion, LA, USA","03-26-2020.csv","Vermilion, LA, USA","03-26-2020","1","03-26-2020.csv","Vermilion, LA, USA","03-26-2020","1","03-29-2020.csv","Vermilion, LA, USA","03-29-2020","1",,,,,"03-26-2020.csv","Vermilion, LA, USA","03-26-2020","1"
"Vermillion, IN, USA","04-03-2020.csv","Vermillion, IN, USA","04-03-2020","2","04-03-2020.csv","Vermillion, IN, USA","04-03-2020","2",,,,,,,,,"04-03-2020.csv","Vermillion, IN, USA","04-03-2020","2"
"Vernon, LA, USA","03-24-2020.csv","Vernon, LA, USA","03-24-2020","2","03-24-2020.csv","Vernon, LA, USA","03-24-2020","2",,,,,,,,,"03-24-2020.csv","Vernon, LA, USA","03-24-2020","2"
"Vernon, MO, USA",,,,,,,,,,,,,,,,,,,,
"Vernon, WI, USA",,,,,,,,,,,,,,,,,,,,
"VI, USA","03-16-2020.csv","VI, USA","03-16-2020","1","03-16-2020.csv","VI, USA","03-16-2020","1",,,,,,,,,"03-16-2020.csv","VI, USA","03-16-2020","1"
"Victoria, Australia","01-27-2020.csv","Victoria, Australia","01-27-2020","1","01-27-2020.csv","Victoria, Australia","01-27-2020","1","03-26-2020.csv","Victoria, Australia","03-26-2020","3","02-13-2020.csv","Victoria, Australia","02-13-2020","4","01-27-2020.csv","Victoria, Australia","01-27-2020","1"
"Victoria, TX, USA","03-24-2020.csv","Victoria, TX, USA","03-24-2020","3","03-24-2020.csv","Victoria, TX, USA","03-24-2020","3",,,,,,,,,"03-24-2020.csv","Victoria, TX, USA","03-24-2020","3"
"Viet Nam","03-10-2020.csv","Viet Nam","03-10-2020","31","03-10-2020.csv","Viet Nam","03-10-2020","31",,,,,"03-10-2020.csv","Viet Nam","03-10-2020","16","03-10-2020.csv","Viet Nam","03-10-2020","15"
"Vietnam","01-23-2020.csv","Vietnam","01-23-2020","2","01-23-2020.csv","Vietnam","01-23-2020","2",,,,,"02-01-2020.csv","Vietnam","02-01-2020","1","01-23-2020.csv","Vietnam","01-23-2020","2"
"Vigo, IN, USA","03-22-2020.csv","Vigo, IN, USA","03-22-2020","2","03-22-2020.csv","Vigo, IN, USA","03-22-2020","2","03-28-2020.csv","Vigo, IN, USA","03-28-2020","1",,,,,"03-22-2020.csv","Vigo, IN, USA","03-22-2020","2"
"Vilas, WI, USA","03-26-2020.csv","Vilas, WI, USA","03-26-2020","1","03-26-2020.csv","Vilas, WI, USA","03-26-2020","1",,,,,,,,,"03-26-2020.csv","Vilas, WI, USA","03-26-2020","1"
"Vinton, OH, USA",,,,,,,,,,,,,,,,,,,,
"Virgin Islands, U.S., USA","03-14-2020.csv","Virgin Islands, U.S., USA","03-14-2020","1","03-14-2020.csv","Virgin Islands, U.S., USA","03-14-2020","1",,,,,,,,,"03-14-2020.csv","Virgin Islands, U.S., USA","03-14-2020","1"
"Virginia Beach, VA, USA","03-22-2020.csv","Virginia Beach, VA, USA","03-22-2020","17","03-22-2020.csv","Virginia Beach, VA, USA","03-22-2020","17","03-24-2020.csv","Virginia Beach, VA, USA","03-24-2020","1",,,,,"03-22-2020.csv","Virginia Beach, VA, USA","03-22-2020","17"
"Volusia, FL, USA","03-08-2020.csv","Volusia, FL, USA","03-08-2020","1","03-08-2020.csv","Volusia, FL, USA","03-08-2020","1","03-29-2020.csv","Volusia, FL, USA","03-29-2020","1",,,,,"03-08-2020.csv","Volusia, FL, USA","03-08-2020","1"
"VT, USA","03-10-2020.csv","VT, USA","03-10-2020","1","03-10-2020.csv","VT, USA","03-10-2020","1","03-20-2020.csv","VT, USA","03-20-2020","2",,,,,"03-10-2020.csv","VT, USA","03-10-2020","1"
"WA, USA","01-22-2020.csv","WA, USA","01-22-2020","1","01-22-2020.csv","WA, USA","01-22-2020","1","03-10-2020.csv","WA, USA","03-10-2020","23","03-10-2020.csv","WA, USA","03-10-2020","1","01-22-2020.csv","WA, USA","01-22-2020","1"
"Wabash, IL, USA",,,,,,,,,,,,,,,,,,,,
"Wabash, IN, USA","03-27-2020.csv","Wabash, IN, USA","03-27-2020","1","03-27-2020.csv","Wabash, IN, USA","03-27-2020","1",,,,,,,,,"03-27-2020.csv","Wabash, IN, USA","03-27-2020","1"
"Wabasha, MN, USA","03-22-2020.csv","Wabasha, MN, USA","03-22-2020","1","03-22-2020.csv","Wabasha, MN, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Wabasha, MN, USA","03-22-2020","1"
"Wabaunsee, KS, USA",,,,,,,,,,,,,,,,,,,,
"Wadena, MN, USA",,,,,,,,,,,,,,,,,,,,
"Wagoner, OK, USA","03-25-2020.csv","Wagoner, OK, USA","03-25-2020","3","03-25-2020.csv","Wagoner, OK, USA","03-25-2020","3","03-28-2020.csv","Wagoner, OK, USA","03-28-2020","1",,,,,"03-25-2020.csv","Wagoner, OK, USA","03-25-2020","3"
"Wahkiakum, WA, USA","04-03-2020.csv","Wahkiakum, WA, USA","04-03-2020","1","04-03-2020.csv","Wahkiakum, WA, USA","04-03-2020","1",,,,,,,,,"04-03-2020.csv","Wahkiakum, WA, USA","04-03-2020","1"
"Wake, NC, USA","03-03-2020.csv","Wake, NC, USA","03-03-2020","1","03-03-2020.csv","Wake, NC, USA","03-03-2020","1",,,,,,,,,"03-03-2020.csv","Wake, NC, USA","03-03-2020","1"
"Wakulla, FL, USA","03-30-2020.csv","Wakulla, FL, USA","03-30-2020","1","03-30-2020.csv","Wakulla, FL, USA","03-30-2020","1",,,,,,,,,"03-30-2020.csv","Wakulla, FL, USA","03-30-2020","1"
"Waldo, ME, USA","03-24-2020.csv","Waldo, ME, USA","03-24-2020","1","03-24-2020.csv","Waldo, ME, USA","03-24-2020","1",,,,,,,,,"03-24-2020.csv","Waldo, ME, USA","03-24-2020","1"
"Walker, AL, USA","03-22-2020.csv","Walker, AL, USA","03-22-2020","1","03-22-2020.csv","Walker, AL, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Walker, AL, USA","03-22-2020","1"
"Walker, GA, USA","04-01-2020.csv","Walker, GA, USA","04-01-2020","2","04-01-2020.csv","Walker, GA, USA","04-01-2020","2",,,,,,,,,"04-01-2020.csv","Walker, GA, USA","04-01-2020","2"
"Walker, TX, USA","03-22-2020.csv","Walker, TX, USA","03-22-2020","1","03-22-2020.csv","Walker, TX, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Walker, TX, USA","03-22-2020","1"
"Walla Walla County, WA, USA","03-22-2020.csv","Walla Walla County, WA, USA","03-22-2020","1","03-22-2020.csv","Walla Walla County, WA, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Walla Walla County, WA, USA","03-22-2020","1"
"Walla Walla, WA, USA","03-24-2020.csv","Walla Walla, WA, USA","03-24-2020","1","03-24-2020.csv","Walla Walla, WA, USA","03-24-2020","1",,,,,,,,,"03-24-2020.csv","Walla Walla, WA, USA","03-24-2020","1"
"Wallace, KS, USA",,,,,,,,,,,,,,,,,,,,
"Waller, TX, USA","03-23-2020.csv","Waller, TX, USA","03-23-2020","1","03-23-2020.csv","Waller, TX, USA","03-23-2020","1",,,,,,,,,"03-23-2020.csv","Waller, TX, USA","03-23-2020","1"
"Wallowa, OR, USA","03-31-2020.csv","Wallowa, OR, USA","03-31-2020","1","03-31-2020.csv","Wallowa, OR, USA","03-31-2020","1",,,,,,,,,"03-31-2020.csv","Wallowa, OR, USA","03-31-2020","1"
"Walsh, ND, USA","03-24-2020.csv","Walsh, ND, USA","03-24-2020","1","03-24-2020.csv","Walsh, ND, USA","03-24-2020","1",,,,,,,,,"03-24-2020.csv","Walsh, ND, USA","03-24-2020","1"
"Walthall, MS, USA","03-22-2020.csv","Walthall, MS, USA","03-22-2020","2","03-22-2020.csv","Walthall, MS, USA","03-22-2020","2",,,,,,,,,"03-22-2020.csv","Walthall, MS, USA","03-22-2020","2"
"Walton, FL, USA","03-22-2020.csv","Walton, FL, USA","03-22-2020","4","03-22-2020.csv","Walton, FL, USA","03-22-2020","4",,,,,,,,,"03-22-2020.csv","Walton, FL, USA","03-22-2020","4"
"Walton, GA, USA","03-24-2020.csv","Walton, GA, USA","03-24-2020","1","03-24-2020.csv","Walton, GA, USA","03-24-2020","1",,,,,,,,,"03-24-2020.csv","Walton, GA, USA","03-24-2020","1"
"Walworth, SD, USA",,,,,,,,,,,,,,,,,,,,
"Walworth, WI, USA","03-22-2020.csv","Walworth, WI, USA","03-22-2020","3","03-22-2020.csv","Walworth, WI, USA","03-22-2020","3",,,,,,,,,"03-22-2020.csv","Walworth, WI, USA","03-22-2020","3"
"Wapello, IA, USA","03-23-2020.csv","Wapello, IA, USA","03-23-2020","1","03-23-2020.csv","Wapello, IA, USA","03-23-2020","1",,,,,,,,,"03-23-2020.csv","Wapello, IA, USA","03-23-2020","1"
"Ward, ND, USA","03-22-2020.csv","Ward, ND, USA","03-22-2020","3","03-22-2020.csv","Ward, ND, USA","03-22-2020","3",,,,,,,,,"03-22-2020.csv","Ward, ND, USA","03-22-2020","3"
"Ward, TX, USA",,,,,,,,,,,,,,,,,,,,
"Ware, GA, USA","03-26-2020.csv","Ware, GA, USA","03-26-2020","1","03-26-2020.csv","Ware, GA, USA","03-26-2020","1","04-01-2020.csv","Ware, GA, USA","04-01-2020","1",,,,,"03-26-2020.csv","Ware, GA, USA","03-26-2020","1"
"Warren, GA, USA","03-30-2020.csv","Warren, GA, USA","03-30-2020","1","03-30-2020.csv","Warren, GA, USA","03-30-2020","1",,,,,,,,,"03-30-2020.csv","Warren, GA, USA","03-30-2020","1"
"Warren, IA, USA","03-24-2020.csv","Warren, IA, USA","03-24-2020","1","03-24-2020.csv","Warren, IA, USA","03-24-2020","1",,,,,,,,,"03-24-2020.csv","Warren, IA, USA","03-24-2020","1"
"Warren, IL, USA",,,,,,,,,,,,,,,,,,,,
"Warren, IN, USA","03-26-2020.csv","Warren, IN, USA","03-26-2020","1","03-26-2020.csv","Warren, IN, USA","03-26-2020","1","03-31-2020.csv","Warren, IN, USA","03-31-2020","1",,,,,"03-26-2020.csv","Warren, IN, USA","03-26-2020","1"
"Warren, KY, USA","03-22-2020.csv","Warren, KY, USA","03-22-2020","2","03-22-2020.csv","Warren, KY, USA","03-22-2020","2",,,,,,,,,"03-22-2020.csv","Warren, KY, USA","03-22-2020","2"
"Warren, MO, USA","03-29-2020.csv","Warren, MO, USA","03-29-2020","2","03-29-2020.csv","Warren, MO, USA","03-29-2020","2",,,,,,,,,"03-29-2020.csv","Warren, MO, USA","03-29-2020","2"
"Warren, MS, USA","03-29-2020.csv","Warren, MS, USA","03-29-2020","1","03-29-2020.csv","Warren, MS, USA","03-29-2020","1",,,,,,,,,"03-29-2020.csv","Warren, MS, USA","03-29-2020","1"
"Warren, NC, USA","04-03-2020.csv","Warren, NC, USA","04-03-2020","1","04-03-2020.csv","Warren, NC, USA","04-03-2020","1",,,,,,,,,"04-03-2020.csv","Warren, NC, USA","04-03-2020","1"
"Warren, NJ, USA","03-22-2020.csv","Warren, NJ, USA","03-22-2020","9","03-22-2020.csv","Warren, NJ, USA","03-22-2020","9","03-29-2020.csv","Warren, NJ, USA","03-29-2020","1",,,,,"03-22-2020.csv","Warren, NJ, USA","03-22-2020","9"
"Warren, NY, USA","03-22-2020.csv","Warren, NY, USA","03-22-2020","1","03-22-2020.csv","Warren, NY, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Warren, NY, USA","03-22-2020","1"
"Warren, OH, USA","03-22-2020.csv","Warren, OH, USA","03-22-2020","3","03-22-2020.csv","Warren, OH, USA","03-22-2020","3",,,,,,,,,"03-22-2020.csv","Warren, OH, USA","03-22-2020","3"
"Warren, PA, USA","03-25-2020.csv","Warren, PA, USA","03-25-2020","1","03-25-2020.csv","Warren, PA, USA","03-25-2020","1",,,,,,,,,"03-25-2020.csv","Warren, PA, USA","03-25-2020","1"
"Warren, TN, USA","03-31-2020.csv","Warren, TN, USA","03-31-2020","1","03-31-2020.csv","Warren, TN, USA","03-31-2020","1",,,,,,,,,"03-31-2020.csv","Warren, TN, USA","03-31-2020","1"
"Warren, VA, USA","03-26-2020.csv","Warren, VA, USA","03-26-2020","1","03-26-2020.csv","Warren, VA, USA","03-26-2020","1",,,,,,,,,"03-26-2020.csv","Warren, VA, USA","03-26-2020","1"
"Warrick, IN, USA","03-24-2020.csv","Warrick, IN, USA","03-24-2020","1","03-24-2020.csv","Warrick, IN, USA","03-24-2020","1",,,,,,,,,"03-24-2020.csv","Warrick, IN, USA","03-24-2020","1"
"Wasatch, UT, USA","03-22-2020.csv","Wasatch, UT, USA","03-22-2020","8","03-22-2020.csv","Wasatch, UT, USA","03-22-2020","8",,,,,,,,,"03-22-2020.csv","Wasatch, UT, USA","03-22-2020","8"
"Wasco, OR, USA","03-26-2020.csv","Wasco, OR, USA","03-26-2020","1","03-26-2020.csv","Wasco, OR, USA","03-26-2020","1",,,,,,,,,"03-26-2020.csv","Wasco, OR, USA","03-26-2020","1"
"Waseca, MN, USA","03-22-2020.csv","Waseca, MN, USA","03-22-2020","1","03-22-2020.csv","Waseca, MN, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Waseca, MN, USA","03-22-2020","1"
"Washakie, WY, USA","03-27-2020.csv","Washakie, WY, USA","03-27-2020","1","03-27-2020.csv","Washakie, WY, USA","03-27-2020","1",,,,,,,,,"03-27-2020.csv","Washakie, WY, USA","03-27-2020","1"
"Washburn, WI, USA",,,,,,,,,,,,,,,,,,,,
"Washington County, UT, USA","04-03-2020.csv","Washington County, UT, USA","04-03-2020","2","04-03-2020.csv","Washington County, UT, USA","04-03-2020","2",,,,,,,,,"04-03-2020.csv","Washington County, UT, USA","04-03-2020","2"
"Washington, AL, USA","03-22-2020.csv","Washington, AL, USA","03-22-2020","1","03-22-2020.csv","Washington, AL, USA","03-22-2020","1","04-01-2020.csv","Washington, AL, USA","04-01-2020","1",,,,,"03-22-2020.csv","Washington, AL, USA","03-22-2020","1"
"Washington, AR, USA","03-22-2020.csv","Washington, AR, USA","03-22-2020","2","03-22-2020.csv","Washington, AR, USA","03-22-2020","2",,,,,,,,,"03-22-2020.csv","Washington, AR, USA","03-22-2020","2"
"Washington, CO, USA","03-26-2020.csv","Washington, CO, USA","03-26-2020","1","03-26-2020.csv","Washington, CO, USA","03-26-2020","1",,,,,,,,,"03-26-2020.csv","Washington, CO, USA","03-26-2020","1"
"Washington, D.C., USA","03-08-2020.csv","Washington, D.C., USA","03-08-2020","2","03-08-2020.csv","Washington, D.C., USA","03-08-2020","2",,,,,,,,,"03-08-2020.csv","Washington, D.C., USA","03-08-2020","2"
"Washington, FL, USA","03-27-2020.csv","Washington, FL, USA","03-27-2020","1","03-27-2020.csv","Washington, FL, USA","03-27-2020","1",,,,,,,,,"03-27-2020.csv","Washington, FL, USA","03-27-2020","1"
"Washington, GA, USA","03-23-2020.csv","Washington, GA, USA","03-23-2020","1","03-23-2020.csv","Washington, GA, USA","03-23-2020","1",,,,,,,,,"03-23-2020.csv","Washington, GA, USA","03-23-2020","1"
"Washington, IA, USA","03-22-2020.csv","Washington, IA, USA","03-22-2020","3","03-22-2020.csv","Washington, IA, USA","03-22-2020","3","03-30-2020.csv","Washington, IA, USA","03-30-2020","1",,,,,"03-22-2020.csv","Washington, IA, USA","03-22-2020","3"
"Washington, ID, USA","04-03-2020.csv","Washington, ID, USA","04-03-2020","1","04-03-2020.csv","Washington, ID, USA","04-03-2020","1",,,,,,,,,"04-03-2020.csv","Washington, ID, USA","04-03-2020","1"
"Washington, IL, USA","03-22-2020.csv","Washington, IL, USA","03-22-2020","1","03-22-2020.csv","Washington, IL, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Washington, IL, USA","03-22-2020","1"
"Washington, IN, USA","03-22-2020.csv","Washington, IN, USA","03-22-2020","1","03-22-2020.csv","Washington, IN, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Washington, IN, USA","03-22-2020","1"
"Washington, KS, USA",,,,,,,,,,,,,,,,,,,,
"Washington, KY, USA","03-29-2020.csv","Washington, KY, USA","03-29-2020","1","03-29-2020.csv","Washington, KY, USA","03-29-2020","1",,,,,,,,,"03-29-2020.csv","Washington, KY, USA","03-29-2020","1"
"Washington, LA, USA","03-22-2020.csv","Washington, LA, USA","03-22-2020","2","03-22-2020.csv","Washington, LA, USA","03-22-2020","2","03-23-2020.csv","Washington, LA, USA","03-23-2020","1",,,,,"03-22-2020.csv","Washington, LA, USA","03-22-2020","2"
"Washington, MD, USA","03-22-2020.csv","Washington, MD, USA","03-22-2020","1","03-22-2020.csv","Washington, MD, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Washington, MD, USA","03-22-2020","1"
"Washington, ME, USA","04-03-2020.csv","Washington, ME, USA","04-03-2020","1","04-03-2020.csv","Washington, ME, USA","04-03-2020","1",,,,,,,,,"04-03-2020.csv","Washington, ME, USA","04-03-2020","1"
"Washington, MN, USA","03-22-2020.csv","Washington, MN, USA","03-22-2020","7","03-22-2020.csv","Washington, MN, USA","03-22-2020","7",,,,,,,,,"03-22-2020.csv","Washington, MN, USA","03-22-2020","7"
"Washington, MO, USA",,,,,,,,,,,,,,,,,,,,
"Washington, MS, USA","03-22-2020.csv","Washington, MS, USA","03-22-2020","3","03-22-2020.csv","Washington, MS, USA","03-22-2020","3",,,,,,,,,"03-22-2020.csv","Washington, MS, USA","03-22-2020","3"
"Washington, NC, USA","03-29-2020.csv","Washington, NC, USA","03-29-2020","1","03-29-2020.csv","Washington, NC, USA","03-29-2020","1",,,,,,,,,"03-29-2020.csv","Washington, NC, USA","03-29-2020","1"
"Washington, NE, USA","03-24-2020.csv","Washington, NE, USA","03-24-2020","3","03-24-2020.csv","Washington, NE, USA","03-24-2020","3",,,,,,,,,"03-24-2020.csv","Washington, NE, USA","03-24-2020","3"
"Washington, NY, USA","03-22-2020.csv","Washington, NY, USA","03-22-2020","1","03-22-2020.csv","Washington, NY, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Washington, NY, USA","03-22-2020","1"
"Washington, OH, USA","03-22-2020.csv","Washington, OH, USA","03-22-2020","1","03-22-2020.csv","Washington, OH, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Washington, OH, USA","03-22-2020","1"
"Washington, OK, USA","03-22-2020.csv","Washington, OK, USA","03-22-2020","2","03-22-2020.csv","Washington, OK, USA","03-22-2020","2",,,,,,,,,"03-22-2020.csv","Washington, OK, USA","03-22-2020","2"
"Washington, OR, USA","03-03-2020.csv","Washington, OR, USA","03-03-2020","2","03-03-2020.csv","Washington, OR, USA","03-03-2020","2","03-22-2020.csv","Washington, OR, USA","03-22-2020","1",,,,,"03-03-2020.csv","Washington, OR, USA","03-03-2020","2"
"Washington, PA, USA","03-22-2020.csv","Washington, PA, USA","03-22-2020","7","03-22-2020.csv","Washington, PA, USA","03-22-2020","7",,,,,,,,,"03-22-2020.csv","Washington, PA, USA","03-22-2020","7"
"Washington, RI, USA","03-22-2020.csv","Washington, RI, USA","03-22-2020","9","03-22-2020.csv","Washington, RI, USA","03-22-2020","9",,,,,,,,,"03-22-2020.csv","Washington, RI, USA","03-22-2020","9"
"Washington, TN, USA","03-22-2020.csv","Washington, TN, USA","03-22-2020","2","03-22-2020.csv","Washington, TN, USA","03-22-2020","2",,,,,,,,,"03-22-2020.csv","Washington, TN, USA","03-22-2020","2"
"Washington, TX, USA","03-27-2020.csv","Washington, TX, USA","03-27-2020","3","03-27-2020.csv","Washington, TX, USA","03-27-2020","3","04-03-2020.csv","Washington, TX, USA","04-03-2020","1",,,,,"03-27-2020.csv","Washington, TX, USA","03-27-2020","3"
