"Location Name Key","Event First CSV File Name","Event First Location Name Key","Event First Date","Event First Value","Confirmed First CSV File Name","Confirmed First Location Name Key","Confirmed First Date","Confirmed First Value","Deaths First CSV File Name","Deaths First Location Name Key","Deaths First Date","Deaths First Value","Recovered First CSV File Name","Recovered First Location Name Key","Recovered First Date","Recovered First Value","Active First CSV File Name","Active First Location Name Key","Active First Date","Active First Value"
"Grady, OK, USA","03-22-2020.csv","Grady, OK, USA","03-22-2020","1","03-22-2020.csv","Grady, OK, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Grady, OK, USA","03-22-2020","1"
"Grafton, NH, USA","03-02-2020.csv","Grafton, NH, USA","03-02-2020","1","03-02-2020.csv","Grafton, NH, USA","03-02-2020","1",,,,,,,,,"03-02-2020.csv","Grafton, NH, USA","03-02-2020","1"
"Graham, AZ, USA","03-22-2020.csv","Graham, AZ, USA","03-22-2020","2","03-22-2020.csv","Graham, AZ, USA","03-22-2020","2",,,,,,,,,"03-22-2020.csv","Graham, AZ, USA","03-22-2020","2"
"Graham, KS, USA",,,,,,,,,,,,,,,,,,,,
"Graham, NC, USA",,,,,,,,,,,,,,,,,,,,
"Grainger, TN, USA","04-01-2020.csv","Grainger, TN, USA","04-01-2020","3","04-01-2020.csv","Grainger, TN, USA","04-01-2020","3",,,,,,,,,"04-01-2020.csv","Grainger, TN, USA","04-01-2020","3"
"Grand Forks, ND, USA","03-30-2020.csv","Grand Forks, ND, USA","03-30-2020","2","03-30-2020.csv","Grand Forks, ND, USA","03-30-2020","2",,,,,,,,,"03-30-2020.csv","Grand Forks, ND, USA","03-30-2020","2"
"Grand Isle, VT, USA",,,,,,,,,,,,,,,,,,,,
"Grand Princess Oakland, CA, Canada","03-13-2020.csv","Grand Princess Oakland, CA, Canada","03-13-2020","2","03-13-2020.csv","Grand Princess Oakland, CA, Canada","03-13-2020","2",,,,,,,,,"03-13-2020.csv","Grand Princess Oakland, CA, Canada","03-13-2020","2"
"Grand Princess Oakland, CA, USA","03-16-2020.csv","Grand Princess Oakland, CA, USA","03-16-2020","20","03-16-2020.csv","Grand Princess Oakland, CA, USA","03-16-2020","20","03-23-2020.csv","Grand Princess Oakland, CA, USA","03-23-2020","1",,,,,"03-16-2020.csv","Grand Princess Oakland, CA, USA","03-16-2020","20"
"Grand Traverse, MI, USA","03-22-2020.csv","Grand Traverse, MI, USA","03-22-2020","1","03-22-2020.csv","Grand Traverse, MI, USA","03-22-2020","1","04-02-2020.csv","Grand Traverse, MI, USA","04-02-2020","2",,,,,"03-22-2020.csv","Grand Traverse, MI, USA","03-22-2020","1"
"Grand, CO, USA","03-22-2020.csv","Grand, CO, USA","03-22-2020","2","03-22-2020.csv","Grand, CO, USA","03-22-2020","2",,,,,,,,,"03-22-2020.csv","Grand, CO, USA","03-22-2020","2"
"Grand, UT, USA","03-31-2020.csv","Grand, UT, USA","03-31-2020","1","03-31-2020.csv","Grand, UT, USA","03-31-2020","1",,,,,,,,,"03-31-2020.csv","Grand, UT, USA","03-31-2020","1"
"Granite, MT, USA",,,,,,,,,,,,,,,,,,,,
"Grant, AR, USA","03-22-2020.csv","Grant, AR, USA","03-22-2020","1","03-22-2020.csv","Grant, AR, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Grant, AR, USA","03-22-2020","1"
"Grant, IN, USA","03-22-2020.csv","Grant, IN, USA","03-22-2020","2","03-22-2020.csv","Grant, IN, USA","03-22-2020","2",,,,,,,,,"03-22-2020.csv","Grant, IN, USA","03-22-2020","2"
"Grant, KS, USA",,,,,,,,,,,,,,,,,,,,
"Grant, KY, USA","03-29-2020.csv","Grant, KY, USA","03-29-2020","1","03-29-2020.csv","Grant, KY, USA","03-29-2020","1","04-03-2020.csv","Grant, KY, USA","04-03-2020","1",,,,,"03-29-2020.csv","Grant, KY, USA","03-29-2020","1"
"Grant, LA, USA","03-23-2020.csv","Grant, LA, USA","03-23-2020","1","03-23-2020.csv","Grant, LA, USA","03-23-2020","1",,,,,,,,,"03-23-2020.csv","Grant, LA, USA","03-23-2020","1"
"Grant, MN, USA",,,,,,,,,,,,,,,,,,,,
"Grant, ND, USA","03-31-2020.csv","Grant, ND, USA","03-31-2020","1","03-31-2020.csv","Grant, ND, USA","03-31-2020","1",,,,,,,,,"03-31-2020.csv","Grant, ND, USA","03-31-2020","1"
"Grant, NE, USA",,,,,,,,,,,,,,,,,,,,
"Grant, NM, USA","04-02-2020.csv","Grant, NM, USA","04-02-2020","1","04-02-2020.csv","Grant, NM, USA","04-02-2020","1",,,,,,,,,"04-02-2020.csv","Grant, NM, USA","04-02-2020","1"
"Grant, OK, USA","04-03-2020.csv","Grant, OK, USA","04-03-2020","1","04-03-2020.csv","Grant, OK, USA","04-03-2020","1",,,,,,,,,"04-03-2020.csv","Grant, OK, USA","04-03-2020","1"
"Grant, OR, USA","03-22-2020.csv","Grant, OR, USA","03-22-2020","1","03-22-2020.csv","Grant, OR, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Grant, OR, USA","03-22-2020","1"
"Grant, SD, USA",,,,,,,,,,,,,,,,,,,,
"Grant, WA, USA","03-05-2020.csv","Grant, WA, USA","03-05-2020","1","03-05-2020.csv","Grant, WA, USA","03-05-2020","1","03-09-2020.csv","Grant, WA, USA","03-09-2020","1",,,,,"03-05-2020.csv","Grant, WA, USA","03-05-2020","1"
"Grant, WI, USA","03-25-2020.csv","Grant, WI, USA","03-25-2020","1","03-25-2020.csv","Grant, WI, USA","03-25-2020","1",,,,,,,,,"03-25-2020.csv","Grant, WI, USA","03-25-2020","1"
"Grant, WV, USA",,,,,,,,,,,,,,,,,,,,
"Granville, NC, USA","03-22-2020.csv","Granville, NC, USA","03-22-2020","1","03-22-2020.csv","Granville, NC, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Granville, NC, USA","03-22-2020","1"
"Gratiot, MI, USA","03-27-2020.csv","Gratiot, MI, USA","03-27-2020","1","03-27-2020.csv","Gratiot, MI, USA","03-27-2020","1",,,,,,,,,"03-27-2020.csv","Gratiot, MI, USA","03-27-2020","1"
"Graves, KY, USA",,,,,,,,,,,,,,,,,,,,
"Gray, KS, USA",,,,,,,,,,,,,,,,,,,,
"Gray, TX, USA","04-02-2020.csv","Gray, TX, USA","04-02-2020","1","04-02-2020.csv","Gray, TX, USA","04-02-2020","1",,,,,,,,,"04-02-2020.csv","Gray, TX, USA","04-02-2020","1"
"Grays Harbor, WA, USA","03-22-2020.csv","Grays Harbor, WA, USA","03-22-2020","1","03-22-2020.csv","Grays Harbor, WA, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Grays Harbor, WA, USA","03-22-2020","1"
"Grayson, KY, USA","03-29-2020.csv","Grayson, KY, USA","03-29-2020","2","03-29-2020.csv","Grayson, KY, USA","03-29-2020","2",,,,,,,,,"03-29-2020.csv","Grayson, KY, USA","03-29-2020","2"
"Grayson, TX, USA","03-23-2020.csv","Grayson, TX, USA","03-23-2020","2","03-23-2020.csv","Grayson, TX, USA","03-23-2020","2",,,,,,,,,"03-23-2020.csv","Grayson, TX, USA","03-23-2020","2"
"Grayson, VA, USA",,,,,,,,,,,,,,,,,,,,
"Greece","02-26-2020.csv","Greece","02-26-2020","1","02-26-2020.csv","Greece","02-26-2020","1","03-11-2020.csv","Greece","03-11-2020","1","03-14-2020.csv","Greece","03-14-2020","8","02-26-2020.csv","Greece","02-26-2020","1"
"Greeley, KS, USA",,,,,,,,,,,,,,,,,,,,
"Greeley, NE, USA",,,,,,,,,,,,,,,,,,,,
"Green Lake, WI, USA",,,,,,,,,,,,,,,,,,,,
"Green, KY, USA",,,,,,,,,,,,,,,,,,,,
"Green, WI, USA","03-22-2020.csv","Green, WI, USA","03-22-2020","1","03-22-2020.csv","Green, WI, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Green, WI, USA","03-22-2020","1"
"Greenbrier, WV, USA","03-28-2020.csv","Greenbrier, WV, USA","03-28-2020","1","03-28-2020.csv","Greenbrier, WV, USA","03-28-2020","1",,,,,,,,,"03-28-2020.csv","Greenbrier, WV, USA","03-28-2020","1"
"Greene, AL, USA","03-27-2020.csv","Greene, AL, USA","03-27-2020","1","03-27-2020.csv","Greene, AL, USA","03-27-2020","1",,,,,,,,,"03-27-2020.csv","Greene, AL, USA","03-27-2020","1"
"Greene, AR, USA","03-22-2020.csv","Greene, AR, USA","03-22-2020","1","03-22-2020.csv","Greene, AR, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Greene, AR, USA","03-22-2020","1"
"Greene, GA, USA","03-24-2020.csv","Greene, GA, USA","03-24-2020","1","03-24-2020.csv","Greene, GA, USA","03-24-2020","1",,,,,,,,,"03-24-2020.csv","Greene, GA, USA","03-24-2020","1"
"Greene, IA, USA",,,,,,,,,,,,,,,,,,,,
"Greene, IL, USA",,,,,,,,,,,,,,,,,,,,
"Greene, IN, USA","03-22-2020.csv","Greene, IN, USA","03-22-2020","1","03-22-2020.csv","Greene, IN, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Greene, IN, USA","03-22-2020","1"
"Greene, MO, USA","03-22-2020.csv","Greene, MO, USA","03-22-2020","10","03-22-2020.csv","Greene, MO, USA","03-22-2020","10","03-24-2020.csv","Greene, MO, USA","03-24-2020","3",,,,,"03-22-2020.csv","Greene, MO, USA","03-22-2020","10"
"Greene, MS, USA",,,,,,,,,,,,,,,,,,,,
"Greene, NC, USA","03-28-2020.csv","Greene, NC, USA","03-28-2020","3","03-28-2020.csv","Greene, NC, USA","03-28-2020","3",,,,,,,,,"03-28-2020.csv","Greene, NC, USA","03-28-2020","3"
"Greene, NY, USA","03-22-2020.csv","Greene, NY, USA","03-22-2020","2","03-22-2020.csv","Greene, NY, USA","03-22-2020","2",,,,,,,,,"03-22-2020.csv","Greene, NY, USA","03-22-2020","2"
"Greene, OH, USA","03-22-2020.csv","Greene, OH, USA","03-22-2020","1","03-22-2020.csv","Greene, OH, USA","03-22-2020","1","03-31-2020.csv","Greene, OH, USA","03-31-2020","1",,,,,"03-22-2020.csv","Greene, OH, USA","03-22-2020","1"
"Greene, PA, USA","03-25-2020.csv","Greene, PA, USA","03-25-2020","2","03-25-2020.csv","Greene, PA, USA","03-25-2020","2",,,,,,,,,"03-25-2020.csv","Greene, PA, USA","03-25-2020","2"
"Greene, TN, USA","03-22-2020.csv","Greene, TN, USA","03-22-2020","2","03-22-2020.csv","Greene, TN, USA","03-22-2020","2","04-02-2020.csv","Greene, TN, USA","04-02-2020","1",,,,,"03-22-2020.csv","Greene, TN, USA","03-22-2020","2"
"Greene, VA, USA","03-27-2020.csv","Greene, VA, USA","03-27-2020","1","03-27-2020.csv","Greene, VA, USA","03-27-2020","1",,,,,,,,,"03-27-2020.csv","Greene, VA, USA","03-27-2020","1"
"Greenland","03-16-2020.csv","Greenland","03-16-2020","1","03-16-2020.csv","Greenland","03-16-2020","1",,,,,,,,,"03-16-2020.csv","Greenland","03-16-2020","1"
"Greenland, Denmark","03-19-2020.csv","Greenland, Denmark","03-19-2020","2","03-19-2020.csv","Greenland, Denmark","03-19-2020","2",,,,,"03-24-2020.csv","Greenland, Denmark","03-24-2020","2","03-19-2020.csv","Greenland, Denmark","03-19-2020","2"
"Greenlee, AZ, USA","03-30-2020.csv","Greenlee, AZ, USA","03-30-2020","1","03-30-2020.csv","Greenlee, AZ, USA","03-30-2020","1",,,,,,,,,"03-30-2020.csv","Greenlee, AZ, USA","03-30-2020","1"
"Greensville, VA, USA","03-29-2020.csv","Greensville, VA, USA","03-29-2020","1","03-29-2020.csv","Greensville, VA, USA","03-29-2020","1",,,,,,,,,"03-29-2020.csv","Greensville, VA, USA","03-29-2020","1"
"Greenup, KY, USA",,,,,,,,,,,,,,,,,,,,
"Greenville, SC, USA","03-22-2020.csv","Greenville, SC, USA","03-22-2020","19","03-22-2020.csv","Greenville, SC, USA","03-22-2020","19","03-27-2020.csv","Greenville, SC, USA","03-27-2020","1",,,,,"03-22-2020.csv","Greenville, SC, USA","03-22-2020","19"
"Greenwood, KS, USA",,,,,,,,,,,,,,,,,,,,
"Greenwood, SC, USA","03-23-2020.csv","Greenwood, SC, USA","03-23-2020","2","03-23-2020.csv","Greenwood, SC, USA","03-23-2020","2",,,,,,,,,"03-23-2020.csv","Greenwood, SC, USA","03-23-2020","2"
"Greer, OK, USA","04-01-2020.csv","Greer, OK, USA","04-01-2020","2","04-01-2020.csv","Greer, OK, USA","04-01-2020","2","04-01-2020.csv","Greer, OK, USA","04-01-2020","1",,,,,"04-01-2020.csv","Greer, OK, USA","04-01-2020","1"
"Gregg, TX, USA","03-22-2020.csv","Gregg, TX, USA","03-22-2020","1","03-22-2020.csv","Gregg, TX, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Gregg, TX, USA","03-22-2020","1"
"Gregory, SD, USA",,,,,,,,,,,,,,,,,,,,
"Grenada","03-22-2020.csv","Grenada","03-22-2020","1","03-22-2020.csv","Grenada","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Grenada","03-22-2020","1"
"Grenada, MS, USA","03-22-2020.csv","Grenada, MS, USA","03-22-2020","2","03-22-2020.csv","Grenada, MS, USA","03-22-2020","2",,,,,,,,,"03-22-2020.csv","Grenada, MS, USA","03-22-2020","2"
"Griggs, ND, USA",,,,,,,,,,,,,,,,,,,,
"Grimes, TX, USA","03-22-2020.csv","Grimes, TX, USA","03-22-2020","2","03-22-2020.csv","Grimes, TX, USA","03-22-2020","2",,,,,,,,,"03-22-2020.csv","Grimes, TX, USA","03-22-2020","2"
"Grundy, IA, USA",,,,,,,,,,,,,,,,,,,,
"Grundy, IL, USA","03-24-2020.csv","Grundy, IL, USA","03-24-2020","1","03-24-2020.csv","Grundy, IL, USA","03-24-2020","1",,,,,,,,,"03-24-2020.csv","Grundy, IL, USA","03-24-2020","1"
"Grundy, MO, USA",,,,,,,,,,,,,,,,,,,,
"Grundy, TN, USA","03-24-2020.csv","Grundy, TN, USA","03-24-2020","1","03-24-2020.csv","Grundy, TN, USA","03-24-2020","1",,,,,,,,,"03-24-2020.csv","Grundy, TN, USA","03-24-2020","1"
"GU, USA","03-15-2020.csv","GU, USA","03-15-2020","3","03-15-2020.csv","GU, USA","03-15-2020","3","03-22-2020.csv","GU, USA","03-22-2020","1",,,,,"03-15-2020.csv","GU, USA","03-15-2020","3"
"Guadalupe, NM, USA",,,,,,,,,,,,,,,,,,,,
"Guadalupe, TX, USA","03-22-2020.csv","Guadalupe, TX, USA","03-22-2020","1","03-22-2020.csv","Guadalupe, TX, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Guadalupe, TX, USA","03-22-2020","1"
"Guadeloupe","03-13-2020.csv","Guadeloupe","03-13-2020","1","03-13-2020.csv","Guadeloupe","03-13-2020","1",,,,,,,,,"03-13-2020.csv","Guadeloupe","03-13-2020","1"
"Guadeloupe, France","03-16-2020.csv","Guadeloupe, France","03-16-2020","3","03-16-2020.csv","Guadeloupe, France","03-16-2020","3","03-22-2020.csv","Guadeloupe, France","03-22-2020","1","03-28-2020.csv","Guadeloupe, France","03-28-2020","17","03-16-2020.csv","Guadeloupe, France","03-16-2020","3"
"Guam","03-16-2020.csv","Guam","03-16-2020","3","03-16-2020.csv","Guam","03-16-2020","3",,,,,,,,,"03-16-2020.csv","Guam","03-16-2020","3"
"Guangdong, China","01-22-2020.csv","Guangdong, China","01-22-2020","26","01-22-2020.csv","Guangdong, China","01-22-2020","26","02-07-2020.csv","Guangdong, China","02-07-2020","1","01-23-2020.csv","Guangdong, China","01-23-2020","2","01-22-2020.csv","Guangdong, China","01-22-2020","26"
"Guangxi, China","01-22-2020.csv","Guangxi, China","01-22-2020","2","01-22-2020.csv","Guangxi, China","01-22-2020","2","02-09-2020.csv","Guangxi, China","02-09-2020","1","01-28-2020.csv","Guangxi, China","01-28-2020","2","01-22-2020.csv","Guangxi, China","01-22-2020","2"
"Guatemala","03-14-2020.csv","Guatemala","03-14-2020","1","03-14-2020.csv","Guatemala","03-14-2020","1","03-16-2020.csv","Guatemala","03-16-2020","1","03-25-2020.csv","Guatemala","03-25-2020","4","03-14-2020.csv","Guatemala","03-14-2020","1"
"Guernsey","03-14-2020.csv","Guernsey","03-14-2020","1","03-14-2020.csv","Guernsey","03-14-2020","1",,,,,,,,,"03-14-2020.csv","Guernsey","03-14-2020","1"
"Guernsey, OH, USA","04-02-2020.csv","Guernsey, OH, USA","04-02-2020","1","04-02-2020.csv","Guernsey, OH, USA","04-02-2020","1",,,,,,,,,"04-02-2020.csv","Guernsey, OH, USA","04-02-2020","1"
"Guilford, NC, USA","03-22-2020.csv","Guilford, NC, USA","03-22-2020","11","03-22-2020.csv","Guilford, NC, USA","03-22-2020","11","03-31-2020.csv","Guilford, NC, USA","03-31-2020","1",,,,,"03-22-2020.csv","Guilford, NC, USA","03-22-2020","11"
"Guinea","03-13-2020.csv","Guinea","03-13-2020","1","03-13-2020.csv","Guinea","03-13-2020","1",,,,,"04-03-2020.csv","Guinea","04-03-2020","2","03-13-2020.csv","Guinea","03-13-2020","1"
"Guinea-Bissau","03-25-2020.csv","Guinea-Bissau","03-25-2020","2","03-25-2020.csv","Guinea-Bissau","03-25-2020","2",,,,,,,,,"03-25-2020.csv","Guinea-Bissau","03-25-2020","2"
"Guizhou, China","01-22-2020.csv","Guizhou, China","01-22-2020","1","01-22-2020.csv","Guizhou, China","01-22-2020","1","02-05-2020.csv","Guizhou, China","02-05-2020","1","01-29-2020.csv","Guizhou, China","01-29-2020","1","01-22-2020.csv","Guizhou, China","01-22-2020","1"
"Gulf, FL, USA","04-01-2020.csv","Gulf, FL, USA","04-01-2020","1","04-01-2020.csv","Gulf, FL, USA","04-01-2020","1",,,,,,,,,"04-01-2020.csv","Gulf, FL, USA","04-01-2020","1"
"Gunnison, CO, USA","03-22-2020.csv","Gunnison, CO, USA","03-22-2020","22","03-22-2020.csv","Gunnison, CO, USA","03-22-2020","22","03-26-2020.csv","Gunnison, CO, USA","03-26-2020","1",,,,,"03-22-2020.csv","Gunnison, CO, USA","03-22-2020","22"
"Guthrie, IA, USA","03-30-2020.csv","Guthrie, IA, USA","03-30-2020","1","03-30-2020.csv","Guthrie, IA, USA","03-30-2020","1",,,,,,,,,"03-30-2020.csv","Guthrie, IA, USA","03-30-2020","1"
"Guyana","03-12-2020.csv","Guyana","03-12-2020","1","03-12-2020.csv","Guyana","03-12-2020","1","03-12-2020.csv","Guyana","03-12-2020","1",,,,,"03-15-2020.csv","Guyana","03-15-2020","3"
"Gwinnett, GA, USA","03-22-2020.csv","Gwinnett, GA, USA","03-22-2020","27","03-22-2020.csv","Gwinnett, GA, USA","03-22-2020","27","03-22-2020.csv","Gwinnett, GA, USA","03-22-2020","1",,,,,"03-22-2020.csv","Gwinnett, GA, USA","03-22-2020","26"
"Haakon, SD, USA",,,,,,,,,,,,,,,,,,,,
"Habersham, GA, USA","03-27-2020.csv","Habersham, GA, USA","03-27-2020","1","03-27-2020.csv","Habersham, GA, USA","03-27-2020","1",,,,,,,,,"03-27-2020.csv","Habersham, GA, USA","03-27-2020","1"
"Hainan, China","01-22-2020.csv","Hainan, China","01-22-2020","4","01-22-2020.csv","Hainan, China","01-22-2020","4","01-27-2020.csv","Hainan, China","01-27-2020","1","01-30-2020.csv","Hainan, China","01-30-2020","1","01-22-2020.csv","Hainan, China","01-22-2020","4"
"Haines, AK, USA",,,,,,,,,,,,,,,,,,,,
"Haiti","03-20-2020.csv","Haiti","03-20-2020","2","03-20-2020.csv","Haiti","03-20-2020","2",,,,,"03-29-2020.csv","Haiti","03-29-2020","1","03-20-2020.csv","Haiti","03-20-2020","2"
"Hale, AL, USA","03-30-2020.csv","Hale, AL, USA","03-30-2020","1","03-30-2020.csv","Hale, AL, USA","03-30-2020","1",,,,,,,,,"03-30-2020.csv","Hale, AL, USA","03-30-2020","1"
"Hale, TX, USA","03-25-2020.csv","Hale, TX, USA","03-25-2020","1","03-25-2020.csv","Hale, TX, USA","03-25-2020","1",,,,,,,,,"03-25-2020.csv","Hale, TX, USA","03-25-2020","1"
"Halifax, NC, USA","03-27-2020.csv","Halifax, NC, USA","03-27-2020","1","03-27-2020.csv","Halifax, NC, USA","03-27-2020","1",,,,,,,,,"03-27-2020.csv","Halifax, NC, USA","03-27-2020","1"
"Halifax, VA, USA","03-24-2020.csv","Halifax, VA, USA","03-24-2020","1","03-24-2020.csv","Halifax, VA, USA","03-24-2020","1",,,,,,,,,"03-24-2020.csv","Halifax, VA, USA","03-24-2020","1"
"Hall, GA, USA","03-22-2020.csv","Hall, GA, USA","03-22-2020","9","03-22-2020.csv","Hall, GA, USA","03-22-2020","9",,,,,,,,,"03-22-2020.csv","Hall, GA, USA","03-22-2020","9"
"Hall, NE, USA","03-28-2020.csv","Hall, NE, USA","03-28-2020","3","03-28-2020.csv","Hall, NE, USA","03-28-2020","3","03-28-2020.csv","Hall, NE, USA","03-28-2020","1",,,,,"03-28-2020.csv","Hall, NE, USA","03-28-2020","2"
"Hall, TX, USA",,,,,,,,,,,,,,,,,,,,
"Hamblen, TN, USA","03-22-2020.csv","Hamblen, TN, USA","03-22-2020","2","03-22-2020.csv","Hamblen, TN, USA","03-22-2020","2",,,,,,,,,"03-22-2020.csv","Hamblen, TN, USA","03-22-2020","2"
"Hamilton, FL, USA",,,,,,,,,,,,,,,,,,,,
"Hamilton, IA, USA",,,,,,,,,,,,,,,,,,,,
"Hamilton, IL, USA",,,,,,,,,,,,,,,,,,,,
"Hamilton, IN, USA","03-22-2020.csv","Hamilton, IN, USA","03-22-2020","18","03-22-2020.csv","Hamilton, IN, USA","03-22-2020","18","04-01-2020.csv","Hamilton, IN, USA","04-01-2020","4",,,,,"03-22-2020.csv","Hamilton, IN, USA","03-22-2020","18"
"Hamilton, KS, USA",,,,,,,,,,,,,,,,,,,,
"Hamilton, NE, USA","04-02-2020.csv","Hamilton, NE, USA","04-02-2020","2","04-02-2020.csv","Hamilton, NE, USA","04-02-2020","2",,,,,,,,,"04-02-2020.csv","Hamilton, NE, USA","04-02-2020","2"
"Hamilton, NY, USA","03-22-2020.csv","Hamilton, NY, USA","03-22-2020","2","03-22-2020.csv","Hamilton, NY, USA","03-22-2020","2",,,,,,,,,"03-22-2020.csv","Hamilton, NY, USA","03-22-2020","2"
"Hamilton, OH, USA","03-22-2020.csv","Hamilton, OH, USA","03-22-2020","19","03-22-2020.csv","Hamilton, OH, USA","03-22-2020","19","04-02-2020.csv","Hamilton, OH, USA","04-02-2020","2",,,,,"03-22-2020.csv","Hamilton, OH, USA","03-22-2020","19"
"Hamilton, TN, USA","03-22-2020.csv","Hamilton, TN, USA","03-22-2020","8","03-22-2020.csv","Hamilton, TN, USA","03-22-2020","8","03-25-2020.csv","Hamilton, TN, USA","03-25-2020","1",,,,,"03-22-2020.csv","Hamilton, TN, USA","03-22-2020","8"
"Hamilton, TX, USA",,,,,,,,,,,,,,,,,,,,
"Hamlin, SD, USA","03-28-2020.csv","Hamlin, SD, USA","03-28-2020","1","03-28-2020.csv","Hamlin, SD, USA","03-28-2020","1",,,,,,,,,"03-28-2020.csv","Hamlin, SD, USA","03-28-2020","1"
"Hampden, MA, USA","03-22-2020.csv","Hampden, MA, USA","03-22-2020","12","03-22-2020.csv","Hampden, MA, USA","03-22-2020","12","03-26-2020.csv","Hampden, MA, USA","03-26-2020","1",,,,,"03-22-2020.csv","Hampden, MA, USA","03-22-2020","12"
"Hampshire, MA, USA","03-22-2020.csv","Hampshire, MA, USA","03-22-2020","4","03-22-2020.csv","Hampshire, MA, USA","03-22-2020","4","03-31-2020.csv","Hampshire, MA, USA","03-31-2020","1",,,,,"03-22-2020.csv","Hampshire, MA, USA","03-22-2020","4"
"Hampshire, WV, USA",,,,,,,,,,,,,,,,,,,,
"Hampton, SC, USA","03-22-2020.csv","Hampton, SC, USA","03-22-2020","1","03-22-2020.csv","Hampton, SC, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Hampton, SC, USA","03-22-2020","1"
"Hampton, VA, USA","03-26-2020.csv","Hampton, VA, USA","03-26-2020","1","03-26-2020.csv","Hampton, VA, USA","03-26-2020","1","03-28-2020.csv","Hampton, VA, USA","03-28-2020","1",,,,,"03-26-2020.csv","Hampton, VA, USA","03-26-2020","1"
"Hancock, GA, USA",,,,,,,,,,,,,,,,,,,,
"Hancock, IA, USA","03-23-2020.csv","Hancock, IA, USA","03-23-2020","2","03-23-2020.csv","Hancock, IA, USA","03-23-2020","2",,,,,,,,,"03-23-2020.csv","Hancock, IA, USA","03-23-2020","2"
"Hancock, IL, USA",,,,,,,,,,,,,,,,,,,,
"Hancock, IN, USA","03-22-2020.csv","Hancock, IN, USA","03-22-2020","2","03-22-2020.csv","Hancock, IN, USA","03-22-2020","2","03-25-2020.csv","Hancock, IN, USA","03-25-2020","1",,,,,"03-22-2020.csv","Hancock, IN, USA","03-22-2020","2"
"Hancock, KY, USA","03-28-2020.csv","Hancock, KY, USA","03-28-2020","1","03-28-2020.csv","Hancock, KY, USA","03-28-2020","1",,,,,,,,,"03-28-2020.csv","Hancock, KY, USA","03-28-2020","1"
"Hancock, ME, USA","04-02-2020.csv","Hancock, ME, USA","04-02-2020","2","04-02-2020.csv","Hancock, ME, USA","04-02-2020","2",,,,,,,,,"04-02-2020.csv","Hancock, ME, USA","04-02-2020","2"
"Hancock, MS, USA","03-22-2020.csv","Hancock, MS, USA","03-22-2020","4","03-22-2020.csv","Hancock, MS, USA","03-22-2020","4","03-22-2020.csv","Hancock, MS, USA","03-22-2020","1",,,,,"03-22-2020.csv","Hancock, MS, USA","03-22-2020","3"
"Hancock, OH, USA","03-22-2020.csv","Hancock, OH, USA","03-22-2020","1","03-22-2020.csv","Hancock, OH, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Hancock, OH, USA","03-22-2020","1"
"Hancock, TN, USA",,,,,,,,,,,,,,,,,,,,
"Hancock, WV, USA","03-26-2020.csv","Hancock, WV, USA","03-26-2020","1","03-26-2020.csv","Hancock, WV, USA","03-26-2020","1",,,,,,,,,"03-26-2020.csv","Hancock, WV, USA","03-26-2020","1"
"Hand, SD, USA",,,,,,,,,,,,,,,,,,,,
"Hanover, VA, USA","03-22-2020.csv","Hanover, VA, USA","03-22-2020","1","03-22-2020.csv","Hanover, VA, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Hanover, VA, USA","03-22-2020","1"
"Hansford, TX, USA",,,,,,,,,,,,,,,,,,,,
"Hanson, SD, USA",,,,,,,,,,,,,,,,,,,,
"Haralson, GA, USA","03-27-2020.csv","Haralson, GA, USA","03-27-2020","1","03-27-2020.csv","Haralson, GA, USA","03-27-2020","1",,,,,,,,,"03-27-2020.csv","Haralson, GA, USA","03-27-2020","1"
